"country","city","long","lat","isp","network","dOs","dType","dOsVersion","dBrowser","dBrowserVersion","offer"
NP,Pipara Simara,84.9845,27.1703,"Nepal Telecommunications Corporation, Internet Services",49.244.0.0/16,Android,mobile,5.1,Chrome WebView,50.0.2661.86,2
NP,Kathmandu,85.3145,27.7142,Classic Tech Pvt. Ltd.,43.231.208.0/22,Android,mobile,6.0.1,Chrome,64.0.3282.137,1
KE,Kikuyu,36.669,-1.2492,CKL1-ASN,154.76.0.0/14,Android,mobile,7.0,Chrome WebView,58.0.3029.83,2
CI,Abidjan,-4.0124,5.3072,ORANGE-COTE-IVOIRE,41.202.64.0/19,Android,mobile,4.4.2,Android Browser,4.0,2
NP,Kathmandu,85.3145,27.7142,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",163.47.148.0/22,Android,mobile,7.0,Chrome,66.0.3359.158,1
VN,Hung Yen,106.0667,20.65,VNPT Corp,14.228.0.0/14,Android,mobile,4.4.4,Chrome,66.0.3359.158,2
BD,Uttara,89.0434,25.5728,Banglalink Digital Communications Ltd,43.245.120.0/22,Android,mobile,6.0,Android Browser,4.0,2
BD,Dhaka,90.4096,23.8175,Banglalink Digital Communications Ltd,116.58.200.0/21,Android,mobile,6.0,Android Browser,4.0,1
NP,Kathmandu,85.3145,27.7142,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,6.0,Chrome WebView,66.0.3359.158,2
NP,Kathmandu,85.3145,27.7142,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,6.0.1,Chrome,63.0.3239.111,2
NP,Butwal,83.4474,27.7032,"Nepal Telecommunications Corporation, Internet Services",113.199.128.0/17,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3145,27.7142,Vianet Communications Pvt. Ltd.,110.44.112.0/20,Android,mobile,5.1.1,Chrome,60.0.3112.116,1
TH,Bangkok,100.5997,13.5989,"TRUE INTERNET Co.,Ltd.",223.24.176.0/21,Android,mobile,5.1,Android Browser,4.0,1
JO,Amman,35.939,31.9522,Batelco Jordan,92.241.32.0/19,Android,mobile,7.0,Chrome,66.0.3359.158,1
BD,Chittagong,91.83,22.3468,TM International Bangladesh,103.242.20.0/22,Android,mobile,6.0.1,Android Browser,4.0,2
VN,Buon Ma Thuot,108.0528,12.6674,VNPT Corp,14.160.0.0/11,Android,mobile,8.0.0,Chrome,66.0.3359.158,2
NP,Kathmandu,85.3145,27.7142,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",110.34.0.0/19,Android,mobile,5.1.1,Chrome,66.0.3359.158,1
IT,Cremona,10.0232,45.1356,Linkem spa,5.102.0.0/19,Android,mobile,7.0,Android Browser,4.0,2
PA,Panama City,-79.523,8.9948,Cable Onda,200.108.48.0/20,Android,mobile,6.0.1,Samsung Browser,6.4,1
NP,Kathmandu,85.3145,27.7142,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",110.34.0.0/19,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
PL,Katowice,19.028,50.2529,Play,94.254.128.0/17,Android,mobile,6.0,Android Browser,4.0,1
TH,Bang Khae,100.417,13.7159,"TRUE INTERNET Co.,Ltd.",27.55.96.0/19,Android,mobile,5.1,Android Browser,4.0,1
NP,Rukumkot,82.6177,28.6172,"Nepal Telecommunications Corporation, Internet Services",113.199.128.0/17,Android,mobile,4.4.2,Chrome,63.0.3239.111,1
MA,Salé,-6.8175,34.0347,MAROCCONNECT,105.64.0.0/13,Android,mobile,6.0,Android Browser,4.0,1
CL,Santiago,-70.6653,-33.4513,CLARO CHILE S.A.,191.119.0.0/16,Android,mobile,6.0,Chrome WebView,50.0.2661.86,2
MN,Ulan Bator,106.9177,47.9173,first E-commerce and TriplePlay Service ISP in Mongolia.,66.181.176.0/20,Android,mobile,8.0.0,Chrome,66.0.3359.158,1
IR,Tehran,51.3336,35.727,Mobile Communication Company of Iran PLC,5.208.0.0/13,Android,mobile,6.0.1,Chrome WebView,66.0.3359.158,2
PE,Lima,-77.0428,-12.0464,America Movil Peru S.A.C.,190.113.192.0/19,Android,tablet,6.0,Chrome,65.0.3325.109,2
NP,Kathmandu,85.3145,27.7142,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",163.47.148.0/22,Android,mobile,5.1.1,Chrome,66.0.3359.158,1
KH,Phnom Penh,104.9121,11.5583,"SMART AXIATA Co., Ltd.",117.20.112.0/21,Android,mobile,6.0,Android Browser,4.0,2
YE,Bayt Ghadir,43.9773,15.7149,Public Telecommunication Corporation,81.91.24.0/21,Android,mobile,6.0.1,Chrome,55.0.2883.91,2
AZ,Baku,49.8759,40.3909,Baktelekom,194.135.168.0/22,Android,mobile,6.0,Chrome,66.0.3359.158,2
DO,San Pedro de Macorís,-69.2998,18.4486,Compania Dominicana de Telefonos S. A.,186.6.0.0/15,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
BD,Dhaka,90.4287,23.7004,Banglalink Digital Communications Ltd,103.67.156.0/22,Android,mobile,4.4.2,Android Browser,4.0,1
NP,Kathmandu,85.3145,27.7142,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",163.47.148.0/22,Android,mobile,7.0,Chrome,66.0.3359.126,1
TH,Bangkok,100.417,13.7159,"TRUE INTERNET Co.,Ltd.",223.24.172.0/22,Android,mobile,6.0,Chrome WebView,44.0.2403.119,1
TH,Bangkok,100.5997,13.5989,"TRUE INTERNET Co.,Ltd.",223.24.176.0/21,Android,mobile,5.1,Android Browser,4.0,2
BD,Dhaka,90.4093,23.7272,Banglalink Digital Communications Ltd,116.58.200.0/21,Android,mobile,6.0.1,Android Browser,4.0,1
CL,Santiago,-70.6653,-33.4513,CLARO CHILE S.A.,191.119.0.0/16,Android,mobile,6.0,Chrome WebView,66.0.3359.158,1
NP,Kathmandu,85.3145,27.7142,Classic Tech Pvt. Ltd.,43.231.208.0/22,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
TH,Bangkok,100.417,13.7159,"TRUE INTERNET Co.,Ltd.",223.24.172.0/22,Android,mobile,5.1,Chrome WebView,43.0.2357.121,1
NP,Itahari,87.2878,26.6661,Broadlink Nepal,182.50.64.0/22,Android,mobile,5.1.1,Chrome,66.0.3359.126,1
BD,Uttara,89.0434,25.5728,Banglalink Digital Communications Ltd,43.245.120.0/22,Android,mobile,6.0,Android Browser,4.0,2
US,Charlotte,-80.8428,35.2316,T-MOBILE-AS21928,172.56.0.0/14,Android,mobile,7.0,Chrome WebView,65.0.3325.109,2
TH,Bangkok,100.4562,13.7083,Realmove Company Limited,223.24.144.0/20,Android,mobile,4.4.4,Android Browser,4.0,2
MM,Yangon,96.1771,16.7827,Telenor Myanmar,37.111.0.0/20,Android,mobile,4.4.5,MIUI Browser,1.0,2
NP,Butwal,83.4474,27.7032,"Nepal Telecommunications Corporation, Internet Services",113.199.128.0/17,Android,mobile,7.1.1,Chrome,66.0.3359.158,1
MA,Douar Kalaa,-5.3791,34.5428,ASMedi,105.188.0.0/14,Android,mobile,6.0,Chrome WebView,55.0.2883.91,2
ID,Jakarta,106.8296,-6.1741,PT WIRELESS INDONESIA WIN,115.178.192.0/18,Android,mobile,6.0.1,UCBrowser,12.2.1.1108,2
GR,Athens,23.7353,37.9842,OTEnet S.A.,85.72.0.0/14,Android,mobile,7.1.2,Chrome,66.0.3359.158,2
BD,Dhaka,90.4267,23.7529,Banglalink Digital Communications Ltd,43.245.120.0/22,Android,mobile,4.4.2,Android Browser,4.0,1
NP,Janakpur Dham,85.9122,26.7016,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",110.34.0.0/19,Android,mobile,7.0,Chrome,66.0.3359.158,1
RO,Bucharest,26.0422,44.4117,Orange Romania S.A.,109.166.128.0/18,Android,mobile,6.0,Chrome WebView,50.0.2661.86,2
TH,Bangkok,100.417,13.7159,"TRUE INTERNET Co.,Ltd.",223.24.172.0/22,Android,mobile,7.1.1,Chrome WebView,66.0.3359.126,2
BD,Dhaka,90.4093,23.7272,Banglalink Digital Communications Ltd,103.67.156.0/22,Android,mobile,5.1,Chrome,39.0.0.0,1
NP,Kathmandu,85.3145,27.7142,"Nepal Telecommunications Corporation, Internet Services",49.244.0.0/16,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3145,27.7142,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",110.34.0.0/19,Android,mobile,5.1.1,Chrome,65.0.3325.109,1
ID,Surabaya,112.7419,-7.2484,PT XL Axiata,112.215.236.0/22,Android,mobile,8.1.0,Chrome,63.0.3239.111,2
KE,Nairobi,36.8155,-1.2841,CKL1-ASN,154.76.0.0/14,Android,mobile,6.0,Android Browser,4.0,2
JO,Amman,35.939,31.9522,Linkdotnet-Jordan,188.247.64.0/19,Android,mobile,5.1,Chrome,50.0.2661.89,2
PL,Katowice,19.028,50.2529,Play,94.254.128.0/17,Android,mobile,6.0,Android Browser,4.0,1
DZ,Oran,-0.6472,35.6877,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,4.4.4,Chrome,40.0.2214.109,2
MN,Ulan Bator,106.9177,47.9173,first E-commerce and TriplePlay Service ISP in Mongolia.,66.181.160.0/23,Android,mobile,4.3,Android Browser,4.0,2
NP,Kathmandu,85.3145,27.7142,Classic Tech Pvt. Ltd.,43.231.208.0/22,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
US,Charlotte,-80.8428,35.2316,T-MOBILE-AS21928,172.56.0.0/14,Android,mobile,7.0,Chrome,65.0.3325.109,2
BD,Dhaka,90.4267,23.7529,Banglalink Digital Communications Ltd,43.245.120.0/22,Android,mobile,6.0.1,Android Browser,4.0,1
NP,Kathmandu,85.3145,27.7142,Smart Telecom Pvt. Ltd,103.94.220.0/22,Android,mobile,7.1.1,Chrome,66.0.3359.158,1
TH,Bangkok,100.4772,13.859,Total Access Communication PLC.,1.46.0.0/15,Android,tablet,6.0.1,Chrome WebView,66.0.3359.158,2
NP,Kathmandu,85.3145,27.7142,Websurfer Nepal Internet Service Provider,118.91.160.0/20,Android,mobile,5.0.2,Chrome,66.0.3359.158,1
MN,Ulan Bator,106.9177,47.9173,first E-commerce and TriplePlay Service ISP in Mongolia.,66.181.160.0/23,Android,mobile,6.0.1,Chrome WebView,49.0.2623.105,2
NA,Windhoek,17.0849,-22.5674,TELECOM-NAMIBIA,197.188.0.0/16,Android,mobile,5.1,Chrome WebView,66.0.3359.158,2
BD,Dhaka,90.4093,23.7272,Banglalink Digital Communications Ltd,116.58.200.0/21,Android,mobile,4.4.2,Android Browser,4.0,2
BD,Dhaka,90.4093,23.7272,Banglalink Digital Communications Ltd,43.245.120.0/22,Android,mobile,6.0,Android Browser,4.0,1
GH,Accra,-0.2174,5.5502,SCANCOM,154.160.0.0/12,Android,mobile,5.1.1,Chrome WebView,66.0.3359.126,2
GT,Guatemala City,-90.5155,14.6343,COMCEL GUATEMALA S.A.,190.106.200.0/21,Android,mobile,5.1,Chrome,43.0.2357.93,2
BD,Dhaka,90.4093,23.7272,Banglalink Digital Communications Ltd,43.245.120.0/22,Android,mobile,6.0,Android Browser,4.0,1
DZ,Constantine,6.6172,36.368,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,6.0,Chrome WebView,49.0.2623.105,1
TH,Bangkok,100.4562,13.7083,Realmove Company Limited,223.24.144.0/20,Android,mobile,6.0,Chrome WebView,44.0.2403.119,2
NP,Itahari,87.2878,26.6661,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,7.0,Chrome,66.0.3359.158,1
NP,Butwal,83.4474,27.7032,TECHMINDS NETWORKS PVT. LTD.,150.107.204.0/22,Android,mobile,7.0,Chrome,66.0.3359.158,1
PL,Warsaw,21.0026,52.2484,Play,94.254.128.0/17,Android,mobile,5.1,Chrome WebView,66.0.3359.126,2
IN,Chennai,80.2209,12.8996,Reliance Jio Infocomm Limited,157.48.0.0/14,Android,tablet,6.0,UCBrowser,12.5.0.1109,2
CL,Santiago,-70.6653,-33.4513,CLARO CHILE S.A.,191.116.0.0/16,Android,mobile,4.4.2,Chrome,61.0.3163.98,2
LV,Riga,24.0978,56.9496,Latvijas Mobilais Telefons SIA,80.89.72.0/21,Android,mobile,6.0,Chrome WebView,65.0.3325.109,2
KE,Ruiru,36.9672,-1.1489,CKL1-ASN,154.76.0.0/14,Android,mobile,7.0,Android Browser,4.0,2
RO,Cluj-Napoca,23.5943,46.7657,Orange Romania S.A.,109.166.128.0/18,Android,mobile,5.1,Chrome WebView,43.0.2357.121,2
NP,Kathmandu,85.3145,27.7142,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",163.47.148.0/22,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3145,27.7142,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,7.0,Chrome,66.0.3359.158,1
NP,Lamjung,84.3667,28.2,TECHMINDS NETWORKS PVT. LTD.,103.28.84.0/22,Android,mobile,7.0,Chrome,66.0.3359.158,1
DZ,Algiers,3.0905,36.7295,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,6.0,Chrome WebView,44.0.2403.119,2
TH,Bangkok,100.4562,13.7083,Realmove Company Limited,223.24.144.0/20,Android,mobile,7.0,Chrome WebView,66.0.3359.158,1
MN,Ulan Bator,106.9177,47.9173,first E-commerce and TriplePlay Service ISP in Mongolia.,64.119.16.0/20,Android,mobile,6.0.1,Chrome WebView,66.0.3359.158,1
NP,Kathmandu,85.3145,27.7142,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",163.47.148.0/22,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
IE,Navan,-6.6814,53.6545,BT Communications Ireland Limited,78.16.0.0/14,Android,mobile,8.0.0,Chrome,66.0.3359.158,2
KE,Mombasa,39.6686,-4.0489,CKL1-ASN,154.76.0.0/14,Android,mobile,7.0,Android Browser,4.0,2
KW,Hawalli,48.0307,29.3403,Kuwait Telecommunication Company (Under Association),37.231.0.0/16,Android,mobile,7.0,Chrome,61.0.3163.98,2
CL,Santiago,-70.6653,-33.4513,CLARO CHILE S.A.,191.116.0.0/16,Android,tablet,6.0,Chrome WebView,44.0.2403.119,1
NA,Windhoek,17.0849,-22.5674,TELECOM-NAMIBIA,197.188.0.0/16,Android,mobile,5.1,Chrome WebView,66.0.3359.158,2
IR,Tehran,51.3336,35.727,,,Android,mobile,4.4.2,Android Browser,4.0,2
US,Mesa,-111.7155,33.4679,ASN-CXA-ALL-CCI-22773-RDC,68.228.0.0/14,Android,tablet,7.1.1,Samsung Browser,5.4,2
TH,Bangkok,100.5997,13.5989,Realmove Company Limited,223.24.184.0/21,Android,mobile,6.0,Chrome WebView,44.0.2403.119,1
SA,Jeddah,39.2192,21.5168,Saudi Telecom Company JSC,87.109.0.0/16,Android,mobile,6.0,Chrome,66.0.3359.158,2
TH,Bangkok,100.4562,13.7083,Realmove Company Limited,223.24.144.0/20,Android,mobile,5.1,Facebook,94.0.0.8.182,2
AR,Posadas,-55.8833,-27.3833,Telecom Argentina S.A.,181.8.0.0/15,Android,mobile,6.0,Chrome,63.0.3239.111,2
JO,Amman,35.939,31.9522,Batelco Jordan,212.118.0.0/19,Android,mobile,7.0,Chrome,66.0.3359.126,2
KW,Kuwait City,47.9889,29.3645,Kuwait Telecommunication Company (Under Association),94.128.0.0/15,Android,mobile,7.0,Chrome,66.0.3359.126,2
NP,Pipara Simara,84.9845,27.1703,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",182.93.64.0/19,Android,mobile,5.0.1,Chrome,66.0.3359.158,1
PA,Panama City,-79.523,8.9948,Cable Onda,200.108.48.0/20,Android,mobile,7.0,Chrome,60.0.3112.116,1
BD,Dhaka,90.4287,23.7004,Banglalink Digital Communications Ltd,103.67.156.0/22,Android,mobile,6.0,Android Browser,4.0,2
VN,Lao Cai,103.95,22.4833,Viettel Group,116.96.0.0/16,Android,mobile,4.2.2,Chrome,66.0.3359.158,2
BD,Dhaka,90.4318,23.7263,Banglalink Digital Communications Ltd,103.67.156.0/22,Android,mobile,5.1.1,Android Browser,4.0,2
PA,Panama City,-79.523,8.9948,Cable & Wireless Panama,201.224.0.0/14,Android,mobile,4.4.2,Chrome,40.0.2214.109,2
DZ,Algiers,3.0905,36.7295,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,6.0,Android Browser,4.0,2
MA,Salé,-6.8175,34.0347,MAROCCONNECT,105.64.0.0/13,Android,mobile,6.0,Android Browser,4.0,2
HN,San Pedro Sula,-88.0338,15.4967,MULTICABLE DE HONDURAS,138.0.228.0/22,Android,mobile,5.0,Chrome,66.0.3359.158,2
AR,Buenos Aires,-58.3845,-34.6022,Telecom Argentina S.A.,181.8.0.0/15,Windows Phone,mobile,10.0,Edge,15.15063,2
NP,Pokhara,83.9921,28.234,TECHMINDS NETWORKS PVT. LTD.,150.107.204.0/22,Android,mobile,6.0.1,Chrome,65.0.3325.109,1
BD,Uttara,89.0434,25.5728,Banglalink Digital Communications Ltd,43.245.120.0/22,Android,mobile,6.0.1,Samsung Browser,4.2,2
KE,Nakuru,36.0689,-0.286,CKL1-ASN,105.230.0.0/15,Android,mobile,5.1,Android Browser,4.0,2
MN,Ulan Bator,106.9177,47.9173,first E-commerce and TriplePlay Service ISP in Mongolia.,66.181.160.0/23,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
FR,Castanet-Tolosan,1.5001,43.5179,SFR SA,77.144.0.0/12,Android,mobile,7.0,Chrome WebView,65.0.3325.109,2
IR,Tehran,51.3336,35.727,Mobile Communication Company of Iran PLC,5.208.0.0/13,Android,mobile,7.0,Samsung Browser,6.4,2
PA,Panama City,-79.523,8.9948,Cable & Wireless Panama,201.224.0.0/14,Android,mobile,5.0.2,Chrome WebView,43.0.2357.121,1
VN,Tan An,106.4152,10.5343,Viettel Corporation,116.109.232.0/21,Android,mobile,5.0.2,Chrome,66.0.3359.158,2
RO,Bucharest,26.0422,44.4117,Telekom Romania Communication S.A,109.96.0.0/14,Android,mobile,7.0,Chrome,66.0.3359.158,2
BD,Uttara,89.0434,25.5728,Banglalink Digital Communications Ltd,43.245.120.0/22,Android,mobile,4.4.2,Chrome,30.0.0.0,2
US,San Lorenzo,-122.127,37.6787,COMCAST-7922,50.240.0.0/12,Android,tablet,5.1.1,Android Browser,4.0,2
NO,Stodsbuoye,10,62,Telenor Norge AS,77.16.0.0/14,Android,mobile,8.0.0,Chrome WebView,66.0.3359.158,1
LT,Kaunas,23.8924,54.9038,UAB Bite Lietuva,86.38.157.0/24,Android,mobile,7.0,Chrome,66.0.3359.158,2
DZ,Algiers,3.0905,36.7295,Optimum-Telecom-Algeria,129.45.0.0/17,Android,mobile,4.4.2,Chrome,66.0.3359.126,2
NP,Lamjung,84.3667,28.2,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,7.1.1,Chrome,66.0.3359.158,1
TH,Bangkok,100.5997,13.5989,"TRUE INTERNET Co.,Ltd.",223.24.176.0/21,Android,mobile,6.0,Chrome WebView,44.0.2403.119,2
IN,Chennai,80.2209,12.8996,Reliance Jio Infocomm Limited,157.48.0.0/14,Android,mobile,5.1,UCBrowser,12.2.5.1102,2
NP,Pipara Simara,84.9845,27.1703,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",182.93.64.0/19,Android,mobile,6.0.1,Chrome,64.0.3282.137,1
NP,Kathmandu,85.3145,27.7142,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",116.66.192.0/21,Android,mobile,7.1.2,Chrome,66.0.3359.158,1
CL,Santiago,-70.6653,-33.4513,CLARO CHILE S.A.,191.116.0.0/16,Android,mobile,6.0,Android Browser,4.0,2
VN,Hau Giang,105.3335,10.5466,VNPT Corp,14.160.0.0/11,Android,mobile,6.0.1,Chrome,66.0.3359.106,2
TH,Bangkok,100.5997,13.5989,"TRUE INTERNET Co.,Ltd.",223.24.176.0/21,Android,mobile,4.4.2,Facebook,167.0.0.42.94,2
NP,Butwal,83.4474,27.7032,TECHMINDS NETWORKS PVT. LTD.,150.107.204.0/22,Android,mobile,5.1,Chrome,65.0.3325.109,1
NP,Kathmandu,85.3145,27.7142,Broadlink Nepal,103.232.228.0/22,Android,mobile,7.0,Chrome,64.0.3282.137,1
TH,Bangkok,100.4638,13.6984,Realmove Company Limited,223.24.60.0/22,Android,tablet,4.1.2,Android Browser,4.0,2
TH,Bangkok,100.4638,13.6984,Realmove Company Limited,223.24.60.0/22,Android,mobile,4.4.2,Chrome,66.0.3359.158,2
LT,Vilnius,25.3225,54.6816,Tele2 SWIPnet,90.128.0.0/12,Android,mobile,7.0,Chrome,66.0.3359.158,1
IN,Chennai,80.2209,12.8996,Reliance Jio Infocomm Limited,157.48.0.0/14,Android,mobile,6.0.1,UCBrowser,12.5.0.1109,2
VN,Hanoi,105.8516,21.0313,Viettel Group,117.0.0.0/13,Android,mobile,4.4.2,Chrome,66.0.3359.158,2
BD,Dhaka,90.4093,23.7272,Banglalink Digital Communications Ltd,116.58.200.0/21,Android,mobile,5.1.1,Android Browser,4.0,2
VN,Ho Chi Minh City,106.6257,10.822,Viettel Group,171.248.0.0/13,Android,mobile,5.1,Chrome,66.0.3359.158,2
BD,Dhaka,90.4093,23.7272,Banglalink Digital Communications Ltd,116.58.200.0/21,Android,mobile,6.0,Chrome WebView,52.0.2743.98,2
SA,Jeddah,39.2192,21.5168,Etihad Atheeb Telecom Company,46.184.88.0/24,Android,mobile,6.0,Chrome,64.0.3282.137,2
CM,Yaoundé,11.5154,3.8661,Camtel,197.159.0.0/19,Android,mobile,5.1,Chrome WebView,66.0.3359.158,2
ES,Seville,-5.9707,37.3831,Orange Espagne SA,84.76.0.0/14,Android,mobile,6.0,Android Browser,4.0,2
NP,Kathmandu,85.3145,27.7142,WorldLink Communications Pvt Ltd,27.34.0.0/17,Android,mobile,6.0.1,Chrome,66.0.3359.158,1
NP,Kathmandu,85.3145,27.7142,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",116.66.192.0/21,Android,mobile,6.0.1,Chrome,52.0.2743.98,1
AZ,Baku,49.8759,40.3909,Baktelekom,185.30.88.0/22,Android,mobile,4.4.2,Android Browser,4.0,2
NP,Kathmandu,85.3145,27.7142,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",110.34.0.0/19,Android,mobile,5.1.1,Chrome,66.0.3359.126,1
PA,Panama City,-79.523,8.9948,Cable & Wireless Panama,201.224.0.0/14,Android,mobile,5.1.1,Chrome,43.0.2357.93,1
BD,Dhaka,90.4093,23.7272,Banglalink Digital Communications Ltd,116.58.200.0/21,Android,mobile,6.0,Android Browser,4.0,1
KE,Nairobi,36.8155,-1.2841,CKL1-ASN,105.230.0.0/15,Android,mobile,6.0,Android Browser,4.0,2
KE,Nairobi,36.8155,-1.2841,CKL1-ASN,154.76.0.0/14,Android,mobile,5.1.1,Android Browser,4.0,2
ZA,Johannesburg,27.8376,-26.3811,MTN Business Solutions,41.112.0.0/15,Android,mobile,5.1.1,Chrome,49.0.2623.105,2
MX,Ciudad Lopez Mateos,-99.2627,19.5921,"Cablevision, S.A. de C.V.",189.217.0.0/17,Android,tablet,5.1,Android Browser,4.0,1
NP,Urlabari,87.6317,26.6718,WorldLink Communications Pvt Ltd,27.34.0.0/17,iOS,mobile,11.3,Mobile Safari,11.0,2
PR,San Juan,-66.0434,18.3861,COQUI-NET,64.237.128.0/17,Android,mobile,7.0,Chrome,66.0.3359.158,2
PA,Panama City,-79.523,8.9948,Cable & Wireless Panama,201.224.0.0/14,Android,mobile,4.4.2,Android Browser,4.0,1
CL,Copiapó,-70.3322,-27.3665,Telmex Servicios Empresariales S.A.,181.72.0.0/14,Android,mobile,7.0,Chrome,66.0.3359.158,2
RO,Cluj-Napoca,23.5943,46.7657,Orange Romania S.A.,109.166.128.0/18,Android,mobile,7.0,Chrome WebView,65.0.3325.109,2
CL,Viña del Mar,-71.5197,-33.0081,CLARO CHILE S.A.,191.116.0.0/16,Android,mobile,7.0,Chrome WebView,66.0.3359.158,2
AZ,Baku,49.8759,40.3909,Azercell Telecom Ltd Azerbaijan-Turkey Joint Venture,5.191.0.0/17,Android,mobile,7.0,Chrome,66.0.3359.158,2
RO,Cluj-Napoca,23.5943,46.7657,Orange Romania S.A.,109.166.128.0/18,Android,mobile,7.0,Samsung Browser,6.4,2
GT,Guatemala City,-90.5155,14.6343,COMCEL GUATEMALA S.A.,190.106.200.0/21,Android,mobile,5.1,Chrome WebView,46.0.2490.76,1
PL,Wierzchlas,18.673,51.2064,Play,94.254.128.0/17,Android,mobile,5.1,Android Browser,4.0,2
ID,Jakarta,106.8296,-6.1741,PT WIRELESS INDONESIA WIN,115.178.192.0/18,Android,mobile,4.4.2,UCBrowser,12.5.0.1109,2
SG,Singapore,103.8547,1.2929,GOOGLE,35.198.192.0/18,Android,mobile,7.0,Chrome,63.0.3239.83,2
BD,Dhaka,90.4093,23.7272,Banglalink Digital Communications Ltd,116.58.200.0/21,Android,mobile,6.0,Chrome WebView,54.0.2840.85,2
BD,Dhaka,90.4287,23.7004,Banglalink Digital Communications Ltd,103.67.156.0/22,Android,mobile,5.1.1,Android Browser,4.0,1
CL,Santiago,-70.6653,-33.4513,CLARO CHILE S.A.,191.116.0.0/16,Android,mobile,5.1,Android Browser,4.0,1
TH,Bangkok,100.5997,13.5989,"TRUE INTERNET Co.,Ltd.",223.24.176.0/21,Android,mobile,4.2.2,Android Browser,4.0,1
RO,Bucharest,26.0422,44.4117,Orange Romania S.A.,109.166.128.0/18,Android,mobile,5.1.1,Chrome,66.0.3359.158,2
BD,Uttara,89.0434,25.5728,Banglalink Digital Communications Ltd,43.245.120.0/22,Android,mobile,5.1,Chrome WebView,64.0.3282.137,2
TH,Bangkok,100.4638,13.6984,Realmove Company Limited,223.24.60.0/22,Android,mobile,7.0,Chrome WebView,66.0.3359.158,1
TH,Bangkok,100.4638,13.6984,Realmove Company Limited,27.55.64.0/19,Android,mobile,6.0.1,Chrome WebView,55.0.2883.91,2
RO,Brasov,25.6109,45.6524,Orange Romania S.A.,93.122.128.0/17,Android,mobile,7.0,Samsung Browser,6.4,2
US,Columbia,-87.0317,35.6173,CHARTER-20115,68.114.128.0/19,Android,tablet,7.0,Chrome,66.0.3359.158,2
PE,Lima,-77.0428,-12.0464,America Movil Peru S.A.C.,190.113.192.0/19,Android,mobile,6.0,Chrome WebView,66.0.3359.126,2
MA,Meknes,-5.5396,33.8916,MAROCCONNECT,105.64.0.0/13,Android,mobile,7.0,Chrome WebView,66.0.3359.158,1
NA,Windhoek,17.0849,-22.5674,Mobile Telecommunications,105.232.0.0/16,Android,mobile,5.1.1,Chrome WebView,54.0.2840.85,1
RO,Brasov,25.6109,45.6524,Orange Romania S.A.,93.122.128.0/17,Android,mobile,5.1,Chrome,50.0.2661.89,2
BD,Dhaka,90.4267,23.7529,Banglalink Digital Communications Ltd,43.245.120.0/22,Android,mobile,5.1,Android Browser,4.0,2
CL,Santiago,-70.6653,-33.4513,CLARO CHILE S.A.,191.116.0.0/16,Android,mobile,6.0,Chrome WebView,66.0.3359.158,2
MD,Chisinau,28.8574,47.0042,Orange Moldova S.A.,46.166.0.0/18,Android,mobile,7.1.1,Chrome,65.0.3325.109,1
LB,Tair Zebna,35.3833,33.2444,Aoun.net s.a.r.l,185.118.24.0/22,Android,mobile,6.0.1,Chrome,66.0.3359.126,1
CL,Los Andes,-70.6194,-32.8309,VTR BANDA ANCHA S.A.,200.120.0.0/16,Android,mobile,7.0,Chrome,66.0.3359.158,2
